Glacier Name (FINAL),Country,State/Province/First Order Administrative Area,Latitude,Longitude,Coverage Spatial,GLIMS ID,Historical or Variant Name,Documentation Notes - CLEAN,Documentation Notes
Steffen Glacier,Chile,,-47.47,-73.67,"Steffen Glacier (Chile, South America) (glacier)",,,"Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. ","Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. "
Steingletscher,Switzerland,Bern,46.699381,8.432351,"Steingletscher (Gadmen, Bern, Switzerland, Europe) (glacier)",G008431E46695N,Steingletscher,coordinates & coverage Swiss Glaciers; glims verified 11/08/18 AM,coordinates & coverage Swiss Glaciers; glims verified 11/08/18 AM
Steinlimigletscher,Switzerland,Bern,46.704103,8.406284,"Steinlimigletscher (Gadmen, Bern, Switzerland, Europe) (glacier)",G008405E46697N,Steinlimigletscher,coordinates & coverage Swiss Glaciers; glims verified 11/08/18 AM,coordinates & coverage Swiss Glaciers; glims verified 11/08/18 AM
Steller Glacier,United States,Alaska,60.4971062,-143.5128261,"Steller Glacier (Valdez-Cordova, Alaska, United States, North America) (glacier)",G216453E60499N,,GNIS / Constructed / GLIMS / 2018/08/22 KF,GNIS / Constructed / GLIMS / 2018/08/22 KF
Stephens Glacier,United States,Alaska,61.3798837,-146.3468304,"Stephens Glacier (Valdez-Cordova, Alaska, United States, North America) (glacier)",G213645E61400N,,GNIS / Constructed / GLIMS / 2018/08/22 KF,GNIS / Constructed / GLIMS / 2018/08/22 KF
Stephens Passage,United States,Alaska,,,"Stephens Passage (Hoonah-Angoon - Juneau, Alaska, United States, North America) (channel)",,,"Athea made note not to include coordinates? However, these are the ones I would use from GNIS: 57.8169444, -133.8427778 / coverage Getty and GNIS / no GLIMS / 11/6/2018 EB – Sumdum D-6 _ I absolutely stand by my decision to not include coordinates because photograph does not depict Stephens Passage - it's just a note that photographer was near Stephen's passage at time photograph was taken. Leaving coordinates out also follows format for a number of decicions made for photographs taken on the same day in the same areas. If you include coordinates it should go in the Photographer's Station section. Although exact location of photographer cannot be determined Athea 11/25/18 AM","Athea made note not to include coordinates? However, these are the ones I would use from GNIS: 57.8169444, -133.8427778 / coverage Getty and GNIS / no GLIMS / 11/6/2018 EB – Sumdum D-6 _ I absolutely stand by my decision to not include coordinates because photograph does not depict Stephens Passage - it's just a note that photographer was near Stephen's passage at time photograph was taken. Leaving coordinates out also follows format for a number of decicions made for photographs taken on the same day in the same areas. If you include coordinates it should go in the Photographer's Station section. Although exact location of photographer cannot be determined Athea 11/25/18 AM"
Stevens Glacier,United States,Washington,46.813712,-121.7059975,"Stevens Glacier (Pierce, Washington, United States, North America) (glacier)",G238288E46810N,,coordinates GNIS; coverage Getty; glims verified 6/19/18 AM,coordinates GNIS; coverage Getty; glims verified 6/19/18 AM
Stikine River,United States,Alaska,,,"Stikine River (Wrangell-Petersburg, Alaska, United States, North America) (river)",,,General coverage for river.,
Stockje Glacier,Switzerland,,,,"Stockje Glacier (Switzerland, Europe) (glacier)",,,"Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. ","Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. "
Stony River,United States,Alaska,keep original,keep original,"Stony River (Bethel, Alaska, United States, North America) (river)",,,General coverage for river.,
Storbreen Glacier,Norway,Oppland,61.583333,8.15,"Storbreen (Oppland, Norway, Europe) (glacier)",G008132E61573N,Storbreen Glacier,NGA GeoNames / coverage NGA Geonames / GLIMS 10/23/18 SB - verified KF,NGA GeoNames / coverage NGA Geonames / GLIMS 10/23/18 SB - verified KF
Storglaciären,Sweden,Lappland,67.883333,18.566667,"Storglaciaren (Norrbotten, Sweden, Europe) (glacier)",G018569E67903N,Storglaciaren Glacier; Storglaciären,coordinates NGA Geonames / coverage NGA Geonames / GLIMS 10/30/18 SB,coordinates NGA Geonames / coverage NGA Geonames / GLIMS 10/30/18 SB
Storm Glacier,Greenland,,78.1333,-72.75,"Storm Glacier (Greenland, North America) (glacier)",,,"Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. ","Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. "
Stour Raeitaglaciaren Glacier,Sweden,,67.97,18.38,"Stour Raeitaglaciaren Glacier (Sweden, Europe) (glacier)",,,"Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. ","Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. "
Strahlegg-gletscher,Switzerland,Bern,46.5713,8.11693,"Strahlegg-gletscher (Guttannen, Bern, Switzerland, Europe) (glacier)",G008117E46570N,,coordinates & glims WGMS csv; coverage built 11/12/18 AM,coordiantes & glims WGMS csv; coverage built 11/12/18 AM
Strindberg Glacier,Chile,Aysén,-46.93456,-73.701144,"Strindberg Glacier (Aysén, Chile, South America) (glacier)",,,TopoView - verified coordinates based on http://www.glaciologia.cl/web/glaciologia_es/glaciologiacms/upload/gpc-rivera-2007.pdf / Constructed / No GLIMS / 2/26/2019 KF,TopoView - verified coordinates based on http://www.glaciologia.cl/web/glaciologia_es/glaciologiacms/upload/gpc-rivera-2007.pdf / Constructed / No GLIMS / 2/26/2019 KF
Stromboli Volcano,Italy,Sicily,38.79119,15.214,"Stromboli (Lipari, Messina, Sicily, Italy) (volcano)",,,coordinates & coverage GeoNames 2/19/19 AM,coordinates & coverage GeoNames 2/19/19 AM
Stubacher Sonnblickkees Glacier,Austria,Salzburg,47.13,12.595,"Sonnblickkees (Salzburg, Austria, Europe) (glacier); Stubacher Sonnblick (Salzburg - Tirol, Austria, Europe) (mountain)",G012597E47132N,Sonnblick Kees; Stubacher Sonnblickkees Glacier,NGA GeoNames / Constructed / GLIMS / 11/14/2018 KF,NGA GeoNames / Constructed / GLIMS / 11/14/2018 KF
Stuver Creek,United States,Alaska,,,"Stuver Creek (Southeast Fairbanks, Alaska, United States, North America) (creek)",,,General coverage for river.,
Styggedalsbreen Glacier,Norway,Sogn og Fjordane,61.473,7.885,"Styggedalsbreen (Sogn og Fjordane, Norway, Europe) (glacier)",G007885E61473N,Styggedalsbreen Glacier,GLIMS coordinates / Constructed / GLIMS good 10/23/18 SB - verified KF,GLIMS coordinates / Constructed / GLIMS good 10/23/18 SB - verified KF
Suess Glacier,Antarctica,,-77.642352,162.692703,Suess Glacier (Antarctica) (glacier),,,GNIS Antarctica / constructed / No GLIMS / 11/7/2018 KF,GNIS Antarctica / constructed / No GLIMS / 11/7/2018 KF
Suiattle Glacier,United States,Washington,48.0717825,-121.0962136,"Suiattle Glacier (Snohomish, Washington, United States, North America) (glacier)",G238911E48074N,,coordinates GNIS; coverage Getty; glims verified. 2/27/18 AM,coordinates GNIS; coverage Getty; glims verified. 2/27/18 AM
Sukkertoppen Iskappe,Greenland,Qeqqata,66.25,-52,"Sukkertoppen Iskappe (Qeqqata, Greenland, North America) (icecap)",,Sukkertoppen Ice Cap; Sukkertoppen Isflade,NGA GeoNames / Constructed / No GLIMS / 10/3/2018 KF,NGA GeoNames / Constructed / No GLIMS / 10/3/2018 KF
Hintersulzfirn,Switzerland,Glarus,46.875988,9.041738,"Hintersulzfirn (Linthal, Glarus, Switzerland, Europe) (glacier)",,Sulz Glacier,coordinates & coverage Swiss Glaciers; no glims 11/08/18 AM,coordinates & coverage Swiss Glaciers; no glims 11/08/18 AM
Sumdum Glacier,United States,Alaska,57.7906382,-133.4391349,"Sumdum Glacier (Petersburg - Hoonah-Angoon, Alaska, United States, North America) (glacier)",G226561E57791N,,coordinates GNIS; coverage built from GNIS; glims verified 8/20/18 AM - all information verified and is listed correctly 10/22/18 AM,coordinates GNIS; coverage built from GNIS; glims verified 8/20/18 AM - all information verified and is listed correctly 10/22/18 AM
Summit Crater,United States,Washington,48.7740091,-121.8195899,"Summit Crater (Mount Baker, Washington, United States, North America) (crater)",,,coordinates GNIS; coverage built; no glims 1/31/19 AM,coordinates GNIS; coverage built; no glims 1/31/19 AM
Sun Glacier,Greenland,,77.7833,-69.5,"Sun Glacier (Greenland, North America) (glacier)",,,"Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. ","Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. "
Sundance Mountain,United States,Colorado,40.4083108,-105.7105512,"Sundance Mountain (Larimer, Colorado, United States, North America) (peak)",,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",
Sunrise Glacier (Alaska),United States,Alaska,63.3631672,-150.168962,"Sunrise Glacier (Denali, Alaska, United States, North America) (glacier)",G209831E63363N,,coordinates GNIS; coverage built; glims verified 10/24/18 AM,coordinates GNIS; coverage built; glims verified 10/24/18 AM
Sunrise Glacier (Montana),United States,Montana,47.3571551,-113.8878766,"Sunrise Glacier (Missoula, Montana, United States, North America) (glacier)",G246112E47357N,,coordinates GNIS; coverage built; glims verified 10/24/18 AM,coordinates GNIS; coverage built; glims verified 10/24/18 AM
Sunset Glacier,United States,Alaska,63.327816,-150.1855571,"Sunset Glacier (Denali, Alaska, United States, North America) (glacier)",G209814E63327N,,coordinates GNIS; coverage Getty; glims verified 3/29/18 AM,coordinates GNIS; coverage Getty; glims verified 3/29/18 AM
Suottasjekna Glacier,Sweden,,67.47,17.58,"Suottasjekna Glacier (Sweden, Europe) (glacier)",,,"Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. ","Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. "
Surettagletscher,Switzerland,Graubünden,46.511936,9.367207,"Surettagletscher (Sufers, Graubünden, Switzerland, Europe) (glacier)",G009381E46509N; G009387E46512N,Surettagletscher,coordinates & coverage Swiss Glaciers; 2 glims IDs 11/08/18 AM,coordinates & coverage Swiss Glaciers; 2 glims IDs 11/08/18 AM
Suretta Merid Glacier,Italy,Lombardy,46.5056,9.3611,"Suretta Merid Glacier (Lombardy, Italy, Europe) (glacier)",,,coordinates wgms; no glims; coverage for VALCHIAVENNA valley from Google Earth 11/1918 AM,coordinates wgms; no glims; coverage for VALCHIAVENNA valley from Google Earth 11/1918 AM
Surprise Glacier (Anchorage),United States,Alaska,61.018102,148.496368,"Surprise Glacier (Anchorage - Valdez-Cordova, Alaska, United States, North America) (glacier)",G211491E61046N,Roaring Glacier; The Stairway,coordinates GNIS Anchorage A4 map; coverage built; glims verified 10/24/18 AM,coordinates GNIS Anchorage A4 map; coverage built; glims verified 10/24/18 AM
Surprise Glacier (Matanuska-Susitna),United States,Alaska,62.6986111,-152.3075,"Surprise Glacier (Matanuska-Susitna, Alaska, United States, North America) (glacier) ",,,coordinates GNIS; coverage built; no glims 7/5/18 AM - Talkeetna C-5 map,coordinates GNIS; coverage built; no glims 7/5/18 AM - Talkeetna C-5 map
Surprise Lake,Canada,British Columbia,59.681111,-133.229167,"Surprise Lake (Cassiar Land District, British Columbia, Canada, North America) (lake)",,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",
Susitna Glacier,United States,Alaska,63.5541574,-146.7996691,"Susitna Glacier (Denali - South Fairbanks - Matanuska-Susitna, Alaska, United States, North America) (glacier)",G213172E63534N,,"GNIS / coverage built - county/regional coverage not added because it covers multiple counties / Mount Hayes C-6 map / 2/5/2018 KF
added multiple counties to coverage 7/5/18 AM","GNIS / coverage built - county/regional coverage not added because it covers multiple counties / Mount Hayes C-6 map / 2/5/2018 KF
added multiple counties to coverage 7/5/18 AM"
Svalbard,Norway,Svalbard,,,Svalbard (Europe) (dependent political entity),,,General coverage for area.,
,Norway,Svalbard and Jan Mayen,,,"Svalbard and Jan Mayen (Norway, Europe) (general region)",,,General coverage for area.,
Svelgjabreen Glacier,Norway,Hordaland,59.995,6.32,"Svelgjabreen (Hordaland, Norway, Europe) (glacier)",G006320E59995N,Svelgjabreen Glacier,GLIMS coordinates / Constructed / GLIMS good 10/23/18 SB - verified KF,GLIMS coordinates / Constructed / GLIMS good 10/23/18 SB - verified KF
Svellnosbreen Glacier,Norway,Oppland,61.625,8.327,"Svellnosbrean (Oppland, Norway, Europe) (glacier)",G008327E61625N,Svellnosbreen Glacier,GLIMS coordinates / Constructed / GLIMS good 10/23/18 SB - verified KF,GLIMS coordinates / Constructed / GLIMS good 10/23/18 SB - verified KF
Sverdrup Glacier,Greenland,,75.5667,-58.2,"Sverdrup Glacier (Greenland, North America) (glacier)",,,"Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. ","Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. "
Svinafellsjökull,Iceland,,64.03,-16.75,"Svinafellsjoekull (Iceland, Europe) (glacier)",,,"Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. ","Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. "
Swan Glaciers,United States,Montana,47.7252186,-113.641201,"Swan Glaciers (Flathead, Montana, United States, North America) (glacier)",G246355E47729N; G246361E47724N; G246366E47722N,,"GNIS / Getty / GLIMS / 3/15/2018 
All authority sources cover multiple glaciers on Swan Peak.","GNIS / Getty / GLIMS / 3/15/2018 
All authority sources cover multiple glaciers on Swan Peak."
Swan Peak,United States,Montana,47.7193851,-113.6414787,"Swan Peak (Lake, Montana, United States, North America) (peak)",,,GNIS / Getty / No GLIMS 10/2/18 SB,GNIS / Getty / No GLIMS 10/2/18 SB
Swan Range,United States,Montana,,,"Swan Range (Flathead, Montana, United States, North America) (mountain range)",,,General coverage for mountain range.,
,Sweden,,,,Sweden (Europe) (nation),,,General coverage for country.,
Swift River,United States,Alaska,61.7138889,-154.0588889,"Swift River (Bethel, Alaska, United States, North America) (river)",,,Coordinates are for source in Lime Hills C-3,Coordinates are for source in Lime Hills C-3
Swiftcurrent Glacier,United States,Montana,48.76858,-113.7468993,"Swiftcurrent Glacier (Glacier, Montana, United States, North America) (glacier)",G246257E48768N,,coordinates GNIS map name Many Glacier; coverage Getty; glims verified 3/13/18 AM,coordinates GNIS map name Many Glacier; coverage Getty; glims verified 3/13/18 AM
Swiftcurrent Mountain,United States,Montana,48.76858,-113.7468993,"Swiftcurrent Mountain (Flathead, Montana, United States, North America) (mountain)",,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",
Swiss Bay,Canada,Nunavut,70.533333,-71.033333,"Swiss Bay (Nunavut, Canada, North America) (bay)",,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",
,Switzerland,,,,Switzerland (Europe) (nation),,,General coverage for country.,
Glacier des Taconnaz,France,Auvergne-Rhône-Alpes,45.8664,6.8443,"Glacier de Taconnaz (Haute-Savoie, Auvergne-Rhône-Alpes, France, Europe) (glacier)",G006844E45863N,Glacier des Taconnaz,coordinates wgms csv; glims verified 11/14/18 AM coverage GeoNames 11/15/18 AM,coordinates wgms csv; glims verified 11/14/18 AM coverage GeoNames 11/15/18 AM
Tällibodengletscher,Switzerland,Valais,46.000713,7.988515,"Tällibodengletscher (Saas Almagell, Valais, Switzerland, Europe) (glacier) ",,Tällibodengletscher,coordinates & coverage Swiss Glaciers; no glims 11/08/18 AM,coordinates & coverage Swiss Glaciers; no glims 11/08/18 AM
Tahoma Glacier,United States,Washington,46.8376078,-121.8070429,"Tahoma Glacier (Pierce, Washington, United States, North America) (glacier)",G238197E46839N,,GNIS / Getty / GLIMS / 3/14/2018 KF,GNIS / Getty / GLIMS / 3/14/2018 KF
Tahlelum Glacier,Canada,,,,"Tahtlelum Glacier (Canada, North America) (glacier)",,,"No data found on glacier. Name listed in pre-grant ""additional glaciers"".","No data found on glacier. Name listed in pre-grant ""additional glaciers""."
Taiya Inlet,United States,Alaska,59.3733333,-135.3694444,"Taiya Inlet (Skagway, Alaska, United States, North America) (bay)",,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",
Takawangha Volcano,United States,Alaska,51.8266667,-178.0038889,"Tanaga Island (Aleutians West, Aleutian Islands, Andreanof Islands, Alaska, United States, North America) (island)",,,coordinates GNIS Gareloi Island C-1 map; coverage for Tanga Island from Getty; no glims verified 3/29/18 AM,coordinates GNIS Gareloi Island C-1 map; coverage for Tanga Island from Getty; no glims verified 3/29/18 AM
Takhin Glacier,United States,Alaska,59.2083074,-136.1678619,"Takhin Glacier (Haines - Hoonah-Angoon, Alaska, United States, North America) (glacier)",G223858E59202N,,coordinates GNIS SKagway A4 map; coverage built; glims verified 10/24/18 AM,coordinates GNIS SKagway A4 map; coverage built; glims verified 10/24/18 AM
Taku Glacier,United States,Alaska,58.4507912,-134.0656364,"Taku Glacier (Juneau, Alaska, United States, North America) (glacier)",G225691E58672N,,coordinates GNIS; coverage Getty; glims verified 3/12/18 AM,coordinates GNIS; coverage Getty; glims verified 3/12/18 AM
Taku Inlet,United States,Alaska,58.3069444,-134.0458333,"Taku Inlet (Juneau, Alaska, United States, North America) (bay)",,,coordinates GNIS map name Juneau B-1; coverage Getty; no glims 8/20/18 AM,coordinates GNIS map name Juneau B-1; coverage Getty; no glims 8/20/18 AM
Taku River,United States,Alaska,,,"Taku River (Juneau, Alaska, United States, North America) (river)",,,General coverage for river.,
Glacier de Talefre,France,Auvergne-Rhône-Alpes,45.924,6.972,"Glacier de Talefre (Haute-Savoie, Auvergne-Rhône-Alpes, France, Europe) (glacier)",G006992E45913N,Glacier de Talefre,coordinates & glims wgms csv 11/14/18 AM coverage GeoNames 11/15/18 AM,coordinates & glims wgms csv 11/14/18 AM coverage GeoNames 11/15/18 AM
Talgar Yuzhniy Glacier,Kazakhstan,Almaty,43.113,77.328,"Talgar Yuzhniy Glacier (Almaty, Kazakhstan, Asia) (glacier); Lednik Talgar (Almaty, Kazakhstan, Asia) (glacier)",G077328E43113N,South Talgar Glacier; Talgar yuzh.,"GLIMS coordinates / Constructed / GLIMS / 11/1/2018 KF - coverage for Lednik Talgar added (NGA GeoNames does not distinguish between North and South glaciers), NGA coordinates: 43.083333, 77.316667","GLIMS coordinates / Constructed / GLIMS / 11/1/2018 KF - coverage for Lednik Talgar added (NGA GeoNames does not distinguish between North and South glaciers), NGA coordinates: 43.083333, 77.316667"
Talkeetna Mountains,United States,Alaska,,,"Talkeetna Mountains (Matanuska-Susitna, Alaska, United States, North America) (mountains)",,,General coverage for mountain range.,
Talum Glaciers,United States,Washington,48.7531754,-121.7957006,"Talum Glaciers (Whatcom, Washington, United States, North America) (glacier)",G238200E48757N,,coordinates GNIS - note name is plural Talum Glaciers; coverage built; glims verified 10/24/18 AM,coordiantes GNIS - note name is plural Talum Glaciers; coverage built; glims verified 10/24/18 AM
Tana Glacier,United States,Alaska,60.5429689,-141.9649605,"Tana Glacier (Valdez-Cordova - Yakutat, Alaska, United States, North America) (glacier)",G217393E60642N,,GNIS / Constructed / GLIMS / 2018/08/22 KF,GNIS / Constructed / GLIMS / 2018/08/22 KF
Tana River,United States,Alaska,,,"Tana River (Valdez-Cordova, Alaska, United States, North America) (river)",,,General coverage for river.,
Tanaga Island,United States,Alaska,51.7927778,-177.9286111,"Tanaga Island (Andreanof Islands, Aleutian Islands, Aleutians West, Alaska, United States, North America) (island)",,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",
Tanaina Glacier,United States,Alaska,60.934639,-152.8715158,"Tanaina Glacier (Kenai Peninsula, Alaska, United States, North America) (glacier)",G207124E60889N,,coordinates GNIS Kenai D8 map; coverage built; glims verified 10/24/18 AM,coordinates GNIS Kenai D8 map; coverage built; glims verified 10/24/18 AM
Tanya Lake,Canada,British Columbia,52.791389,-126.031667,"Tanya Lakes (Range 3 Coast Land District, British Columbia, Canada, North America) (lake)",,Tanya Lake,coordinates Natural Resources Canada / coverage Natural Resources Canada / no GLIMS 11/2/18 SB,coordinates Natural Resources Canada / coverage Natural Resources Canada / no GLIMS 11/2/18 SB
Tarfalaglaciaren Glacier,Sweden,,67.93,18.65,"Tarfalaglaciaren Glacier (Sweden, Europe) (glacier)",,,"Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. ","Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. "
Tarr Inlet,United States,Alaska,59.0041667,-136.9780556,"Tarr Inlet (Skagway - Hoonah-Angoon, Alaska, United States, North America) (bay)",,,coordinates GNIS; coverage Getty; no glims verified 2/13/18 AM,coordinates GNIS; coverage Getty; no glims verified 2/13/18 AM
Taschachferner Glacier,Austria,,46.9016,10.8486,"Taschachferner Glacier (Austria, Europe) (glacier)",,,"Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. ","Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. "
Täschhorn,Switzerland,Valais,46.08342,7.85718,"
Täschhorn (Valais, Switzerland, Europe) (mountain)",,,coordinates & coverage GeoNames 2/16/19 AM,coordinates & coverage GeoNames 2/16/19 AM
Tasman Glacier,New Zealand,Canterbury,-43.5798,170.2252,"Haupapa / Tasman Glacier (Canterbury, New Zealand, Oceania) (glacier)",G170307E43519S,Haupapa,"NGA GeoNames / Constructed / GLIMS & Sirguey (correlations list) / 2/8/2018 KF 
GLIMS ID shared (Tasman, Ball Car)
NGA approved name: Haupapa / Tasman Glacier
Add Aoraki Mount Cook National Park (Canterbury province, South Island, New Zealand)","NGA GeoNames / Constructed / GLIMS & Sirguey (correlations list) / 2/8/2018 KF 
GLIMS ID shared (Tasman, Ball Car)
NGA approved name: Haupapa / Tasman Glacier
Add Aoraki Mount Cook National Park (Canterbury province, South Island, New Zealand)
"
Tatoosh Range,United States,Washington,46.7552171,-121.7175781,"Tatoosh Range (Lewis, Washington, United States, North America) (mountain range)",,,GNIS - Mount Rainier East / Getty / GLIMS (none) / 3/15/2018 KF   + Photographer station Mount Rainier Paradise Inn 3/15/18 AM,GNIS - Mount Rainier East / Getty / GLIMS (none) / 3/15/2018 KF   + Photographer station Mount Rainier Paradise Inn 3/15/18 AM
Taylor Glacier (Alaska),United States,Alaska,60.5756407,-148.6555948,"Taylor Glacier (Valdez-Cordova, Alaska, United States, North America) (glacier)",G211358E60580N,,coordinates GNIS; coverage Getty; glims verified 3/29/18 AM,coordinates GNIS; coverage Getty; glims verified 3/29/18 AM
Taylor Glacier (Antarctica),Antarctica,,,,Taylor Glacier (Antarctica) (glacier),,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",
Taylor Glacier (Colorado),United States,Colorado,40.2708181,-105.67695,"Taylor Glacier (Larimer, Colorado, United States, North America) (glacier)",G254323E40272N,,coordinates NSIDC; coverage Getty; glims verified 7/6/18 AM,coordinates NSIDC; coverage Getty; glims verified 7/6/18 AM
Taylor River,Canada,British Columbia,56.334167,-128.698611,"Taylor River (Cassiar Land District, British Columbia, Canada, North America) (river)",,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",
Tazlina Glacier,United States,Alaska,61.4860002,-146.6116129,"Tazlina Glacier (Valdez-Cordova, Alaska, United States, North America) (glacier)",,,GNIS / Constructed / GLIMS (none) / 2018/08/22 KF,GNIS / Constructed / GLIMS (none) / 2018/08/22 KF
Tbilisa Glacier,Georgia,Rach’a-Lechkhumi da Kvemo Svaneti,42.7425,43.775278,"Mq’invari Tbilisa (Rach’a-Lechkhumi da Kvemo Svaneti, Georgia, Asia) (glacier)",G043771E42740N; G043775E42753N; G043778E42753N,Tbilisa Glacier; მყინვარი თბილისა,coordinates NGA Geonames / coverage NGA Geonames / GLIMS 11/2/18 SB- KF verified,coordinates NGA Geonames / coverage NGA Geonames / GLIMS 11/2/18 SB- KF verified
Tebenkof Glacier,United States,Alaska,60.7087002,-148.4871475,"Tebenkof Glacier (Valdez-Cordova, Alaska, United States, North America) (glacier)",G211468E60679N,,coordinates GNIS; coverage built; glims verified 7/11/18 AM,coordinates GNIS; coverage built; glims verified 7/11/18 AM
Teigen Creek,Canada,British Columbia,56.730833,-129.849722,"Teigen Creek (Cassiar Land District, British Columbia, Canada, North America) (creek)",,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",
Teklanika River,United States,Alaska,63.455,-149.4830556,"Teklanika River (Yukon-Koyukuk, Alaska, United States, North America) (river)",,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",
Telaquana Lake,United States,Alaska,60.9543631,-153.8848972,"Telaquana Lake (Bethel, Alaska, United States, North America) (lake)",,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",
Tempano Glacier,Chile,,-48.83,-73.83,"Tempano Glacier (Chile, South America) (glacier)",,,"Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. ","Coordinates from NSIDC Glacier Photograph Collection, recorded before 2017. "
Tenas Tikke Glacier,Canada,British Columbia,59.166667,-137.03333,"Tenas Tikke Glacier (Cassiar Land District, British Columbia, Canada, North America) (glacier)",,,Another on my list of pre-grant fixes. There's no sign this glacier drains into AK territory. Coordinates & coverage Natural Resources Canada; unable to find glims id 10/24/18 AM,Another on my list of pre-grant fixes. There's no sign this glacier drains into AK territory. Coordinates & coverage Natural Resources Canada; unable to find glims id 10/24/18 AM
Terentiev Lake,United States,Alaska,61.031895,-147.1325248,"Terentiev Lake (Valdez-Cordova, Alaska, United States, North America) (lake) ",,,coordinates GNIS; coverage built 2/4/19 AM,coordinates GNIS; coverage built 2/4/19 AM
Terror Glacier,United States,Washington,48.7665158,-121.2887395,"Terror Glacier (Whatcom, Washington, United States, North America) (glacier)",G238709E48766N,,coordinates GNIS; coverage built; glims verified 6/12/18 AM,coordinates GNIS; coverage built; glims verified 6/12/18 AM
Teslin Lake,Canada,British Columbia,59.833333,-132.3,"Teslin Lake (Cassiar Land District, British Columbia, Canada, North America) (lake)",,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",
Tête de Valpelline,Italy,Valle d' Aosta,45.97511,7.58118,"Tête de Valpelline (Bionaz, Valle d' Aosta, Italy, Europe) (peak)",,,coordinates & coverage GeoNames 2/16/19 AM - Penine Alps,coordinates & coverage GeoNames 2/16/19 AM - Penine Alps
Teton Glacier,United States,Wyoming,43.7416608,-110.7922404,"Teton Glacier (Teton, Wyoming, United States, North America) (glacier)",G249209E43741N,,coordinates GNIS; coverage Getty; glims verified 3/13/18 AM,coordinates GNIS; coverage Getty; glims verified 3/13/18 AM
Teton Range,United States,Wyoming,43.7513162,-110.884105,"Teton Range (Teton, Wyoming, United States, North America) (mountain range)",,,"Glacier information (coordinates, coverage) documented in record ""Notes"" field of digital surrogate to explain why this location was chosen for the photograph.",
Texas Glacier,United States,Alaska,56.0897,-130.1736,"Texas Glacier (Prince of Wales-Outer Ketchikan, Alaska, United States, North America) (glacier)",G229825E56089N,,coordinates NSIDC; coverage Getty; glims verified 4/3/18 AM,coordinates NSIDC; coverage Getty; glims verified 4/3/18 AM
The Knife Creek Glaciers,United States,Alaska,58.2874726,-155.0065827,"The Knife Creek Glaciers (Kodiak Island - Lake and Peninsula, Alaska, United States, North America) (glacier)",,,This is why we can't have nice things: there are 2 entries in GNIS for Knife Creek 1) The Knife Creek Glaciers 2) The Knife Creek Glacier = 4 different coordinate options & it's listed in Lake & Peninsula and Kodak Island division. Combining coverage terms for both areas. Division needs to stay in coverage for Kodiak Island entries because of how the keani pennisula is mapped. Using the middle point of all the coordinate options from GNIS. No glims id. 3/29/18 AM,This is why we can't have nice things: there are 2 entries in GNIS for Knife Creek 1) The Knife Creek Glaciers 2) The Knife Creek Glacier = 4 different coordinate options & it's listed in Lake & Peninsula and Kodak Island division. Combining coverage terms for both areas. Division needs to stay in coverage for Kodiak Island entries because of how the keani pennisula is mapped. Using the middle point of all the coordinate options from GNIS. No glims id. 3/29/18 AM
